Income,Age,Sex,Marital status,Education,Occupation,Settlement size,Labels
0.5565105100466529,0.9124936943359665,0.0,0.0,0.6666666666666666,0.5,1.0,3
0.6465319855312397,0.13931966661395867,1.0,1.0,0.3333333333333333,0.5,1.0,2
0.40143672720237417,0.6952757921747934,0.0,0.0,0.3333333333333333,0.0,0.0,0
0.7085213401395547,0.6361532708708069,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.6409881907598701,0.7497562895727303,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.6274294800527872,0.4616731740996407,0.0,0.0,0.3333333333333333,0.0,0.0,0
0.6643374108602597,0.7497562895727303,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.7671586339846639,0.4616731740996407,0.0,0.0,0.3333333333333333,1.0,0.5,3
0.6491149740024144,0.8473581364561391,0.0,1.0,0.6666666666666666,0.0,0.0,4
0.7171141614338232,0.3067512752914814,0.0,1.0,0.3333333333333333,1.0,0.0,4
0.4914858643826655,0.22807055602448756,1.0,1.0,0.3333333333333333,0.5,0.0,1
0.5674200787886161,0.19972906523540823,1.0,1.0,0.3333333333333333,0.5,0.0,1
0.4924183938133428,0.13931966661395867,1.0,1.0,0.3333333333333333,0.5,1.0,2
0.4022760646066134,0.8358823361062147,0.0,0.0,0.6666666666666666,0.0,0.0,0
0.4670566658095667,0.3067512752914814,1.0,1.0,0.3333333333333333,0.5,0.5,2
0.3974149571640135,0.399458130470816,1.0,1.0,0.3333333333333333,0.0,0.0,1
0.5598160607327201,0.7497562895727303,0.0,0.0,0.3333333333333333,0.5,0.0,0
0.6672021515121974,0.22807055602448756,0.0,0.0,0.0,0.5,1.0,3
0.9163042686572095,0.6205510386766053,1.0,1.0,0.6666666666666666,1.0,1.0,2
0.6268018400175863,0.3774159580727603,0.0,0.0,0.0,0.5,0.5,3
0.5338066357584007,0.6809604372980553,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.6361021299242208,0.6205510386766053,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.4044700779268089,0.6809604372980553,0.0,0.0,0.3333333333333333,0.0,0.0,0
0.5937460959227934,0.6205510386766053,0.0,0.0,0.3333333333333333,0.5,1.0,3
0.4704960556658997,0.25530032501638056,0.0,1.0,0.3333333333333333,0.5,1.0,4
0.30379672206073527,0.4812313720626471,0.0,0.0,0.3333333333333333,0.0,0.0,0
0.2804979799014014,0.5368026318436194,0.0,1.0,0.3333333333333333,0.0,0.0,4
0.6839418319319674,0.5882535821187207,1.0,1.0,0.6666666666666666,0.5,0.5,2
0.5358903466705532,0.44154799357021446,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.7205223095515954,0.8697558889459596,0.0,0.0,0.6666666666666666,0.5,0.0,0
0.673889164075503,0.4812313720626471,0.0,1.0,0.3333333333333333,0.5,0.5,4
0.539113129513993,0.2815023068272393,0.0,0.0,0.0,0.5,0.5,3
0.6831161165610022,0.35465096404356755,0.0,0.0,0.0,0.5,1.0,3
0.3931469459903231,0.8002709347645922,0.0,0.0,0.6666666666666666,0.0,0.0,0
0.661496851451612,0.42082197344119754,1.0,1.0,0.3333333333333333,1.0,0.5,2
0.4742223738913174,0.22807055602448756,0.0,0.0,0.0,0.0,0.0,0
0.6226024654412846,0.3774159580727603,0.0,0.0,0.0,0.5,1.0,3
0.5677151237910502,0.5002536609955746,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.5357687032073166,0.5002536609955746,0.0,0.0,0.3333333333333333,0.5,0.5,3
0.4182184675768161,0.19972906523540823,0.0,0.0,0.0,0.5,0.5,3
0.6848368516115365,0.35465096404356755,0.0,0.0,0.0,1.0,0.5,3
0.5795422366941843,0.25530032501638056,0.0,1.0,0.3333333333333333,0.5,0.0,4
0.5893106513948398,0.6205510386766053,0.0,0.0,0.3333333333333333,0.0,0.0,0
0.6600645834478588,0.19972906523540823,0.0,1.0,0.3333333333333333,0.5,0.5,4
0.6191101799714716,0.8123455019597325,1.0,1.0,0.6666666666666666,0.0,0.5,1
0.6057642232702757,0.4616731740996407,1.0,1.0,0.3333333333333333,1.0,0.5,2
0.6118748188159358,0.5368026318436194,0.0,0.0,0.3333333333333333,0.5,0.0,0
0.26151964081377105,0.17018119688128852,1.0,1.0,0.3333333333333333,0.0,0.0,1
0.5780230869858901,0.5368026318436194,0.0,0.0,0.3333333333333333,0.0,0.0,0
0.5495330087455689,0.3067512752914814,1.0,1.0,0.3333333333333333,0.5,0.0,1
0.3768733494419403,0.3311141298970859,0.0,0.0,0.0,0.0,0.0,0
0.7322480562823628,0.35465096404356755,0.0,0.0,0.0,1.0,1.0,3
0.41581552766704494,0.22807055602448756,0.0,0.0,0.0,0.5,1.0,3
0.5273882603569382,0.3774159580727603,0.0,0.0,0.0,0.5,0.0,0
